pokedex_number,name,japanese_name,type1,type2,classfication,height_m,weight_kg,generation,is_legendary,attack,defense,hp,speed,sp_attack,sp_defense,base_total,capture_rate,experience_growth,percentage_male,base_happiness,base_egg_steps,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
236,Tyrogue,Balkieバルキー,fighting,NA,Scuffle Pokémon,0.7,21,2,0,35,35,35,35,35,35,210,75,1000000,100,70,6400,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
237,Hitmontop,Kapoererカポエラー,fighting,NA,Handstand Pokémon,1.4,48,2,0,95,95,50,70,35,110,455,45,1000000,100,70,6400,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
238,Smoochum,Muchulムチュール,ice,psychic,Kiss Pokémon,0.4,6,2,0,30,15,45,65,85,65,305,45,1000000,0,70,6400,2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1
239,Elekid,Elekidエレキッド,electric,NA,Electric Pokémon,0.6,23.5,2,0,63,37,45,95,65,55,360,45,1000000,75.4,70,6400,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
240,Magby,Bubyブビィ,fire,NA,Live Coal Pokémon,0.7,21.4,2,0,75,37,45,83,70,55,365,45,1000000,75.4,70,6400,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
241,Miltank,Miltankミルタンク,normal,NA,Milk Cow Pokémon,1.2,75.5,2,0,80,105,95,100,40,70,490,45,1250000,0,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
242,Blissey,Happinasハピナス,normal,NA,Happiness Pokémon,1.5,46.8,2,0,10,10,255,55,75,135,540,30,800000,0,140,10240,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
243,Raikou,Raikouライコウ,electric,NA,Thunder Pokémon,1.9,178,2,1,85,75,90,115,115,100,580,3,1250000,NA,35,20480,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
244,Entei,Enteiエンテイ,fire,NA,Volcano Pokémon,2.1,198,2,1,115,85,115,100,90,75,580,3,1250000,NA,35,20480,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
245,Suicune,Suicuneスイクン,water,NA,Aurora Pokémon,2,187,2,1,75,115,100,85,90,115,580,3,1250000,NA,35,20480,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
246,Larvitar,Yogirasヨーギラス,rock,ground,Rock Skin Pokémon,0.6,72,2,0,64,50,50,41,45,50,300,45,1250000,50,35,10240,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
247,Pupitar,Sanagirasサナギラス,rock,ground,Hard Shell Pokémon,1.2,152,2,0,84,70,70,51,65,70,410,45,1250000,50,35,10240,1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4
248,Tyranitar,Bangirasバンギラス,rock,dark,Armor Pokémon,2,202,2,0,164,150,100,71,95,120,700,45,1250000,50,35,10240,2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2
249,Lugia,Lugiaルギア,psychic,flying,Diving Pokémon,5.2,216,2,1,90,130,106,110,90,154,680,3,1250000,NA,0,30720,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1
250,Ho-Oh,Hououホウオウ,fire,flying,Rainbow Pokémon,3.8,199,2,1,130,90,106,90,110,154,680,3,1250000,NA,0,30720,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
251,Celebi,Celebiセレビィ,psychic,grass,Time Travel Pokémon,0.6,5,2,1,100,100,100,100,100,100,600,45,1059860,NA,100,30720,4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5
252,Treecko,Kimoriキモリ,grass,NA,Wood Gecko Pokémon,0.5,5,3,0,45,35,40,70,65,55,310,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
253,Grovyle,Juptileジュプトル,grass,NA,Wood Gecko Pokémon,0.9,21.6,3,0,65,45,50,95,85,65,405,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
254,Sceptile,Jukainジュカイン,grass,NA,Forest Pokémon,1.7,52.2,3,0,110,75,70,145,145,85,630,45,1059860,88.1,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
255,Torchic,Achamoアチャモ,fire,NA,Chick Pokémon,0.4,2.5,3,0,60,40,45,45,70,50,310,45,1059860,88.1,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
256,Combusken,Wakasyamoワカシャモ,fire,fighting,Young Fowl Pokémon,0.9,19.5,3,0,85,60,60,55,85,60,405,45,1059860,88.1,70,5120,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
257,Blaziken,Bursyamoバシャーモ,fire,fighting,Blaze Pokémon,1.9,52,3,0,160,80,80,100,130,80,630,45,1059860,88.1,70,5120,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2
258,Mudkip,Mizugorouミズゴロウ,water,NA,Mud Fish Pokémon,0.4,7.6,3,0,70,50,50,40,50,50,310,45,1059860,88.1,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
259,Marshtomp,Numacrawヌマクロー,water,ground,Mud Fish Pokémon,0.7,28,3,0,85,70,70,50,60,70,405,45,1059860,88.1,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
260,Swampert,Laglargeラグラージ,water,ground,Mud Fish Pokémon,1.5,81.9,3,0,150,110,100,70,95,110,635,45,1059860,88.1,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
261,Poochyena,Pochienaポチエナ,dark,NA,Bite Pokémon,0.5,13.6,3,0,55,35,35,35,30,30,220,255,1000000,50,70,3840,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
262,Mightyena,Graenaグラエナ,dark,NA,Bite Pokémon,1,37,3,0,90,70,70,70,60,60,420,127,1000000,50,70,3840,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1
263,Zigzagoon,Jiguzagumaジグザグマ,normal,NA,Tiny Racoon Pokémon,0.4,17.5,3,0,30,41,38,60,30,41,240,255,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
264,Linoone,Massugumaマッスグマ,normal,NA,Rush Pokémon,0.5,32.5,3,0,70,61,78,100,50,61,420,90,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
265,Wurmple,Kemussoケムッソ,bug,NA,Worm Pokémon,0.3,3.6,3,0,45,35,45,20,20,30,195,255,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
266,Silcoon,Karasalisカラサリス,bug,NA,Cocoon Pokémon,0.6,10,3,0,35,55,50,15,25,25,205,120,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
267,Beautifly,Agehuntアゲハント,bug,flying,Butterfly Pokémon,1,28.4,3,0,70,50,60,65,100,50,395,45,1000000,50,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
268,Cascoon,Mayuldマユルド,bug,NA,Cocoon Pokémon,0.7,11.5,3,0,35,55,50,15,25,25,205,120,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
269,Dustox,Dokucaleドクケイル,bug,poison,Poison Moth Pokémon,1.2,31.6,3,0,50,70,60,65,50,90,385,45,1000000,50,70,3840,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1
270,Lotad,Hassbohハスボー,water,grass,Water Weed Pokémon,0.5,2.6,3,0,30,30,40,30,40,50,220,255,1059860,50,70,3840,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25
271,Lombre,Hasubreroハスブレロ,water,grass,Jolly Pokémon,1.2,32.5,3,0,50,50,60,50,60,70,340,120,1059860,50,70,3840,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25
272,Ludicolo,Runpappaルンパッパ,water,grass,Carefree Pokémon,1.5,55,3,0,70,70,80,70,90,100,480,45,1059860,50,70,3840,2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25
273,Seedot,Tanebohタネボー,grass,NA,Acorn Pokémon,0.5,4,3,0,40,50,40,30,30,30,220,255,1059860,50,70,3840,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
274,Nuzleaf,Konohanaコノハナ,grass,dark,Wily Pokémon,1,28,3,0,70,40,70,60,60,40,340,120,1059860,50,70,3840,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
275,Shiftry,Dirtengダーテング,grass,dark,Wickid Pokémon,1.3,59.6,3,0,100,60,90,80,90,60,480,45,1059860,50,70,3840,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
276,Taillow,Subameスバメ,normal,flying,TinySwallow Pokémon,0.3,2.3,3,0,55,30,40,85,30,30,270,200,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
277,Swellow,Ohsubameオオスバメ,normal,flying,Swallow Pokémon,0.7,19.8,3,0,85,60,60,125,75,50,455,45,1059860,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
278,Wingull,Camomeキャモメ,water,flying,Seagull Pokémon,0.6,9.5,3,0,30,30,40,85,55,30,270,190,1000000,50,70,5120,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
279,Pelipper,Pelipperペリッパー,water,flying,Water Bird Pokémon,1.2,28,3,0,50,100,60,65,95,70,440,45,1000000,50,70,5120,0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5
280,Ralts,Raltsラルトス,psychic,fairy,Feeling Pokémon,0.4,6.6,3,0,25,25,28,40,45,35,198,235,1250000,50,35,5120,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
281,Kirlia,Kirliaキルリア,psychic,fairy,Emotion Pokémon,0.8,20.2,3,0,35,35,38,50,65,55,278,120,1250000,50,35,5120,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
282,Gardevoir,Sirnightサーナイト,psychic,fairy,Embrace Pokémon,1.6,48.4,3,0,85,65,68,100,165,135,618,45,1250000,50,35,5120,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
283,Surskit,Ametamaアメタマ,bug,water,Pond Skater Pokémon,0.5,1.7,3,0,30,32,40,65,50,52,269,200,1000000,50,70,3840,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
284,Masquerain,Amemothアメモース,bug,flying,Eyeball Pokémon,0.8,3.6,3,0,60,62,70,80,100,82,454,75,1000000,50,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
285,Shroomish,Kinococoキノココ,grass,NA,Mushroom Pokémon,0.4,4.5,3,0,40,60,60,35,40,60,295,255,1640000,50,70,3840,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
286,Breloom,Kinogassaキノガッサ,grass,fighting,Mushroom Pokémon,1.2,39.2,3,0,130,80,60,70,60,60,460,90,1640000,50,70,3840,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5
287,Slakoth,Namakeroナマケロ,normal,NA,Slacker Pokémon,0.8,24,3,0,60,60,60,30,35,35,280,255,1250000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
288,Vigoroth,Yarukimonoヤルキモノ,normal,NA,Wild Monkey Pokémon,1.4,46.5,3,0,80,80,80,90,55,55,440,120,1250000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
289,Slaking,Kekkingケッキング,normal,NA,Lazy Pokémon,2,130.5,3,0,160,100,150,100,95,65,670,45,1250000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
290,Nincada,Tutininツチニン,bug,ground,Trainee Pokémon,0.5,5.5,3,0,45,90,31,40,30,30,266,255,600000,50,70,3840,1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2
291,Ninjask,Tekkaninテッカニン,bug,flying,Ninja Pokémon,0.8,12,3,0,90,45,61,160,50,50,456,120,600000,50,70,3840,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1
292,Shedinja,Nukeninヌケニン,bug,ghost,Shed Pokémon,0.8,1.2,3,0,90,45,1,40,30,30,236,45,600000,NA,70,3840,0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1
293,Whismur,Gonyonyoゴニョニョ,normal,NA,Whisper Pokémon,0.6,16.3,3,0,51,23,64,28,51,23,240,190,1059860,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
294,Loudred,Dogohmbドゴーム,normal,NA,Big Voice Pokémon,1,40.5,3,0,71,43,84,48,71,43,360,120,1059860,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
295,Exploud,Bakuongバクオング,normal,NA,Loud Noise Pokémon,1.5,84,3,0,91,63,104,68,91,73,490,45,1059860,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
296,Makuhita,Makunoshitaマクノシタ,fighting,NA,Guts Pokémon,1,86.4,3,0,60,30,72,25,20,30,237,180,1640000,75.4,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
297,Hariyama,Hariteyamaハリテヤマ,fighting,NA,Arm Thrust Pokémon,2.3,253.8,3,0,120,60,144,50,40,60,474,200,1640000,75.4,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
298,Azurill,Ruririルリリ,normal,fairy,Polka Dot Pokémon,0.2,2,3,0,20,40,50,20,20,40,190,150,800000,24.6,70,2560,0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1
299,Nosepass,Nosepassノズパス,rock,NA,Compass Pokémon,1,97,3,0,45,135,30,30,45,90,375,255,1000000,50,70,5120,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
300,Skitty,Enecoエネコ,normal,NA,Kitten Pokémon,0.6,11,3,0,45,45,50,50,35,35,260,255,800000,24.6,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
301,Delcatty,Enekororoエネコロロ,normal,NA,Prim Pokémon,1.1,32.6,3,0,65,65,70,90,55,55,400,60,800000,24.6,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
302,Sableye,Yamiramiヤミラミ,dark,ghost,Darkness Pokémon,0.5,11,3,0,85,125,50,20,85,115,480,45,1059860,50,35,6400,1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1
303,Mawile,Kucheatクチート,steel,fairy,Deceiver Pokémon,0.6,11.5,3,0,105,125,50,50,55,95,480,45,800000,50,70,5120,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
304,Aron,Cokodoraココドラ,steel,rock,Iron Armor Pokémon,0.4,60,3,0,70,100,50,30,40,40,330,180,1250000,50,35,8960,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
305,Lairon,Kodoraコドラ,steel,rock,Iron Armor Pokémon,0.9,120,3,0,90,140,60,40,50,50,430,90,1250000,50,35,8960,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
306,Aggron,Bossgodoraボスゴドラ,steel,rock,Iron Armor Pokémon,2.1,360,3,0,140,230,70,50,60,80,630,45,1250000,50,35,8960,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2
307,Meditite,Asananアサナン,fighting,psychic,Meditate Pokémon,0.6,11.2,3,0,40,55,30,60,40,55,280,180,1000000,50,70,5120,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
308,Medicham,Charemチャーレム,fighting,psychic,Meditate Pokémon,1.3,31.5,3,0,100,85,60,100,80,85,510,90,1000000,50,70,5120,1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1
309,Electrike,Rakuraiラクライ,electric,NA,Lightning Pokémon,0.6,15.2,3,0,45,40,40,65,65,40,295,120,1250000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
310,Manectric,Livoltライボルト,electric,NA,Discharge Pokémon,1.5,40.2,3,0,75,80,70,135,135,80,575,45,1250000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
311,Plusle,Prasleプラスル,electric,NA,Cheering Pokémon,0.4,4.2,3,0,50,40,60,95,85,75,405,200,1000000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
312,Minun,Minunマイナン,electric,NA,Cheering Pokémon,0.4,4.2,3,0,40,50,60,95,75,85,405,200,1000000,50,70,5120,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
313,Volbeat,Barubeatバルビート,bug,NA,Firefly Pokémon,0.7,17.7,3,0,73,75,65,85,47,85,430,150,600000,100,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
314,Illumise,Illumiseイルミーゼ,bug,NA,Firefly Pokémon,0.6,17.7,3,0,47,75,65,85,73,85,430,150,1640000,0,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
315,Roselia,Roseliaロゼリア,grass,poison,Thorn Pokémon,0.3,2,3,0,60,45,50,65,100,80,400,150,1059860,50,70,5120,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5
316,Gulpin,Gokulinゴクリン,poison,NA,Stomach Pokémon,0.4,10.3,3,0,43,53,70,40,43,53,302,225,1640000,50,70,5120,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
317,Swalot,Marunoomマルノーム,poison,NA,Poison Bag Pokémon,1.7,80,3,0,73,83,100,55,73,83,467,75,1640000,50,70,5120,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
318,Carvanha,Kibanhaキバニア,water,dark,Savage Pokémon,0.8,20.8,3,0,90,20,45,65,65,20,305,225,1250000,50,35,5120,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
319,Sharpedo,Samehaderサメハダー,water,dark,Brutal Pokémon,1.8,88.8,3,0,140,70,70,105,110,65,560,60,1250000,50,35,5120,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
320,Wailmer,Hoerukoホエルコ,water,NA,Ball Whale Pokémon,2,130,3,0,70,35,130,60,70,35,400,125,1640000,50,70,10240,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
321,Wailord,Whalohホエルオー,water,NA,Float Whale Pokémon,14.5,398,3,0,90,45,170,60,90,45,500,60,1640000,50,70,10240,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
322,Numel,Donmelドンメル,fire,ground,Numb Pokémon,0.7,24,3,0,60,40,60,35,65,45,305,255,1000000,50,70,5120,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
323,Camerupt,Bakuudaバクーダ,fire,ground,Eruption Pokémon,1.9,220,3,0,120,100,70,20,145,105,560,150,1000000,50,70,5120,0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4
324,Torkoal,Cotoiseコータス,fire,NA,Coal Pokémon,0.5,80.4,3,0,85,140,70,20,85,70,470,90,1000000,50,70,5120,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
325,Spoink,Banebooバネブー,psychic,NA,Bounce Pokémon,0.7,30.6,3,0,25,35,60,60,70,80,330,255,800000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
326,Grumpig,Boopigブーピッグ,psychic,NA,Manipulate Pokémon,0.9,71.5,3,0,45,65,80,80,90,110,470,60,800000,50,70,5120,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
327,Spinda,Patcheelパッチール,normal,NA,Spot Panda Pokémon,1.1,5,3,0,60,60,60,60,60,60,360,255,800000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
328,Trapinch,Nuckrarナックラー,ground,NA,Ant Pit Pokémon,0.7,15,3,0,100,45,45,10,45,45,290,255,1059860,50,70,5120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
329,Vibrava,Vibravaビブラーバ,ground,dragon,Vibration Pokémon,1.1,15.3,3,0,70,50,50,70,50,50,340,120,1059860,50,70,5120,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
330,Flygon,Flygonフライゴン,ground,dragon,Mystic Pokémon,2,82,3,0,100,80,80,100,80,80,520,45,1059860,50,70,5120,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
331,Cacnea,Saboneaサボネア,grass,NA,Cactus Pokémon,0.4,51.3,3,0,85,40,50,35,85,40,335,190,1059860,50,35,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
332,Cacturne,Noctusノクタス,grass,dark,Scarecrow Pokémon,1.3,77.4,3,0,115,60,70,55,115,60,475,60,1059860,50,35,5120,4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5
333,Swablu,Tylttoチルット,normal,flying,Cotton Bird Pokémon,0.4,1.2,3,0,40,60,45,50,40,75,310,255,600000,50,70,5120,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
334,Altaria,Tyltalisチルタリス,dragon,flying,Humming Pokémon,1.1,20.6,3,0,110,110,75,80,110,105,590,45,600000,50,70,5120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
335,Zangoose,Zangooseザングース,normal,NA,Cat Ferret Pokémon,1.3,40.3,3,0,115,60,73,90,60,60,458,90,600000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
336,Seviper,Habunakeハブネーク,poison,NA,Fang Snake Pokémon,2.7,52.5,3,0,100,60,73,65,100,60,458,90,1640000,50,70,5120,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1
337,Lunatone,Lunatoneルナトーン,rock,psychic,Meteorite Pokémon,1,168,3,0,55,65,90,70,95,85,460,45,800000,NA,70,6400,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
338,Solrock,Solrockソルロック,rock,psychic,Meteorite Pokémon,1.2,154,3,0,95,85,90,70,55,65,460,45,800000,NA,70,6400,2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2
339,Barboach,Dojoachドジョッチ,water,ground,Whiskers Pokémon,0.4,1.9,3,0,48,43,50,60,46,41,288,190,1000000,50,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
340,Whiscash,Namazunナマズン,water,ground,Whiskers Pokémon,0.9,23.6,3,0,78,73,110,60,76,71,468,75,1000000,50,70,5120,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1
341,Corphish,Heiganiヘイガニ,water,NA,Ruffian Pokémon,0.6,11.5,3,0,80,65,43,35,50,35,308,205,1640000,50,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
342,Crawdaunt,Shizarigerシザリガー,water,dark,Rogue Pokémon,1.1,32.8,3,0,120,85,63,55,90,55,468,155,1640000,50,70,3840,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5
343,Baltoy,Yajilonヤジロン,ground,psychic,Clay Doll Pokémon,0.5,21.5,3,0,40,55,40,55,40,70,300,255,1000000,NA,70,5120,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
344,Claydol,Nendollネンドール,ground,psychic,Clay Doll Pokémon,1.5,108,3,0,70,105,60,75,70,120,500,90,1000000,NA,70,5120,2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2
345,Lileep,Lilylaリリーラ,rock,grass,Sea Lily Pokémon,1,23.8,3,0,41,77,66,23,61,87,355,45,600000,88.1,70,7680,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
346,Cradily,Yuradleユレイドル,rock,grass,Barnacle Pokémon,1.5,60.4,3,0,81,97,86,43,81,107,495,45,600000,88.1,70,7680,2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1
347,Anorith,Anopthアノプス,rock,bug,Old Shrimp Pokémon,0.7,12.5,3,0,95,50,45,75,40,50,355,45,600000,88.1,70,7680,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
348,Armaldo,Armaldoアーマルド,rock,bug,Plate Pokémon,1.5,68.2,3,0,125,100,75,45,70,80,495,45,600000,88.1,70,7680,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2
349,Feebas,Hinbassヒンバス,water,NA,Fish Pokémon,0.6,7.4,3,0,15,20,20,80,10,55,200,255,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
350,Milotic,Milokarossミロカロス,water,NA,Tender Pokémon,6.2,162,3,0,60,79,95,81,100,125,540,60,600000,50,70,5120,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
351,Castform,Powalenポワルン,normal,NA,Weather Pokémon,0.3,0.8,3,0,70,70,70,70,70,70,420,45,1000000,50,70,6400,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
352,Kecleon,Kakureonカクレオン,normal,NA,Color Swap Pokémon,1,22,3,0,90,70,60,40,60,120,440,200,1059860,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
353,Shuppet,Kagebouzuカゲボウズ,ghost,NA,Puppet Pokémon,0.6,2.3,3,0,75,35,44,45,63,33,295,225,800000,50,35,6400,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1
